net_tfa,age,inc,fsize,educ,db,marr,twoearn,e401,p401,pira,hown
-2168,29,29994,4,12,0,1,1,0,0,0,0
-2840,40,15306,2,12,0,0,0,0,0,0,0
800,54,24654,2,13,1,0,0,0,0,0,1
32649,53,32049,1,16,0,0,0,0,0,0,0
1799,34,73764,1,18,0,0,0,0,0,0,1
96600,44,127200,2,18,1,1,1,0,0,1,1
-9090,50,31974,4,18,1,0,0,0,0,0,0
340,30,29133,4,12,0,1,0,0,0,0,1
2600,53,58155,1,12,0,0,0,0,0,1,1
99,42,15306,1,10,0,1,0,0,0,0,0
1999,38,69270,4,18,0,1,1,0,0,0,1
-1251,60,5472,1,12,0,0,0,0,0,0,0
-4242,46,30600,4,6,0,1,0,0,0,0,1
249,42,40035,7,12,0,1,1,0,0,0,0
-8000,35,29925,2,12,0,1,1,0,0,0,1
-450,36,10200,2,13,0,0,0,0,0,0,0
37623,52,17106,4,12,0,1,1,0,0,1,1
81668,40,34563,2,18,0,1,0,0,0,1,1
500,42,58629,4,16,0,1,1,0,0,0,1
1200,31,12240,1,5,0,0,0,0,0,0,1
-8225,35,21132,1,18,0,0,0,0,0,0,1
4200,28,11616,1,11,0,0,0,0,0,0,0
9279,37,32370,4,16,0,1,1,0,0,0,1
5200,28,38058,1,12,1,0,0,0,0,0,1
0,33,21960,1,16,0,0,0,0,0,0,0
0,45,11250,1,12,0,1,0,0,0,0,0
3500,32,43521,4,14,0,1,1,0,0,0,1
0,61,10200,1,5,1,0,0,0,0,0,0
0,45,7500,1,18,0,0,0,0,0,0,0
33458,63,33951,5,12,0,1,0,0,0,1,1
23944,32,38376,3,17,0,1,1,0,0,1,1
7322,37,20142,1,14,0,0,0,0,0,0,0
9035,49,38700,4,16,0,1,0,0,0,1,1
-3820,33,25782,2,14,1,1,1,0,0,0,1
2750,60,58830,2,16,1,1,0,0,0,0,1
-47080,44,41961,4,13,0,1,0,0,0,0,0
0,45,17403,8,10,0,0,0,0,0,0,0
555,54,25500,6,10,0,1,0,0,0,0,0
54500,50,27516,2,13,0,1,0,0,0,1,1
16610,61,25233,1,12,0,0,0,0,0,1,1
4959,36,26640,4,12,0,1,0,0,0,1,1
1300,30,32430,3,14,0,1,1,0,0,0,1
1733,54,51654,3,13,1,1,1,0,0,0,1
-4165,28,26931,2,12,0,1,1,0,0,0,1
2115,27,35205,5,11,0,1,0,0,0,0,0
-3450,45,23670,12,10,0,1,0,0,0,0,1
-2069,26,5919,3,12,0,0,0,0,0,0,0
0,38,12750,2,4,0,0,0,0,0,0,1
600,34,46386,4,16,1,1,1,0,0,0,0
0,52,6282,2,9,0,0,0,0,0,0,1
-1500,34,40800,4,12,0,1,1,0,0,0,0
130,27,11898,4,13,0,0,0,0,0,0,0
2073,37,26688,4,12,0,1,1,0,0,0,1
0,33,1560,5,8,0,1,0,0,0,0,0
42245,39,57201,5,16,0,1,0,0,0,1,0
170056,53,72108,2,12,0,1,1,0,0,1,1
13108,50,55314,2,12,0,1,0,0,0,0,1
37894,48,27660,1,12,0,0,0,0,0,1,1
9249,57,16305,3,13,1,1,0,0,0,0,1
145,50,15414,4,8,0,0,0,0,0,0,0
200,61,18360,1,9,0,0,0,0,0,0,0
43200,42,53100,6,17,0,1,0,0,0,1,1
200,33,17454,1,13,0,0,0,0,0,0,0
300,46,21936,6,2,0,1,1,0,0,0,1
8400,29,39321,2,12,1,1,1,0,0,1,1
0,31,9150,2,12,0,0,0,0,0,0,0
-1200,52,5742,1,12,0,0,0,0,0,0,1
35000,43,38490,3,12,1,1,1,0,0,0,1
-1925,57,14232,1,9,0,0,0,0,0,0,1
8,50,3684,3,12,0,0,0,0,0,0,0
132671,52,38832,2,17,0,0,0,0,0,1,1
2000,42,17034,1,12,0,1,0,0,0,1,0
126150,50,49830,1,8,0,0,0,0,0,1,1
-3450,31,22575,3,10,0,1,1,0,0,0,1
-1900,38,25164,6,12,0,1,1,0,0,0,0
204000,35,54300,2,16,0,1,0,0,0,1,1
-2745,35,36000,5,13,0,1,0,0,0,0,1
37100,48,29067,5,17,0,1,1,0,0,1,1
-8801,57,24612,3,10,0,1,0,0,0,0,1
13498,40,48240,6,17,1,1,0,0,0,0,1
2000,44,30861,4,15,0,0,0,0,0,0,1
350,26,14280,3,12,0,1,0,0,0,0,0
-671,28,24990,4,12,0,1,1,0,0,0,0
-22794,44,60903,3,11,0,1,1,0,0,0,0
50572,25,57147,2,16,1,1,1,0,0,1,0
-1480,33,12501,2,12,1,0,0,0,0,0,0
0,45,17442,5,11,0,0,0,0,0,0,0
13176,33,52476,1,16,1,0,0,0,0,0,1
-8680,26,19785,4,12,0,1,0,0,0,0,0
85300,45,41352,4,16,0,1,0,0,0,0,1
199,33,10140,1,12,0,0,0,0,0,0,0
-5000,56,41466,4,12,0,1,1,0,0,0,1
-6050,37,28038,6,12,0,0,0,0,0,0,1
10129,45,104814,4,18,1,1,1,0,0,0,1
0,44,10200,3,12,0,0,0,0,0,0,0
4200,31,21546,1,16,0,0,0,0,0,1,0
-995,29,15555,2,9,0,0,0,0,0,0,0
-5400,55,19548,4,12,0,1,1,0,0,0,1
20,53,9744,1,12,0,1,0,0,0,0,0
176000,57,66960,4,15,0,1,0,0,0,1,1
14851,27,55683,2,17,0,1,0,0,0,0,0
-11300,34,50400,5,12,0,1,1,0,0,0,0
-4306,52,30639,4,8,0,1,0,0,0,1,1
-300,39,7836,4,15,1,1,0,0,0,0,1
0,37,9450,8,12,0,1,0,0,0,0,1
0,49,11898,2,14,0,0,0,0,0,0,1
-4640,47,49176,4,12,0,1,1,0,0,0,1
72607,55,36552,5,14,0,1,0,0,0,1,1
-9000,37,28320,3,14,0,0,0,0,0,0,0
399,49,36336,6,11,0,1,1,0,0,0,1
59,37,12003,1,12,0,0,0,0,0,0,0
-200,42,6297,2,13,0,0,0,0,0,0,1
-1000,30,14625,1,12,0,0,0,0,0,0,0
14500,44,51078,5,12,1,1,1,0,0,0,1
0,53,7113,5,12,0,1,1,0,0,0,0
9500,41,30000,3,12,1,0,0,0,0,1,0
46500,34,40554,3,16,1,0,0,0,0,0,1
-6001,26,23640,5,12,0,1,0,0,0,0,0
-3887,42,33021,1,18,1,0,0,0,0,0,0
47488,48,26916,1,16,1,0,0,0,0,1,0
-14995,52,23307,3,12,0,1,1,0,0,0,1
0,38,19800,6,12,0,1,1,0,0,0,0
16999,26,33651,1,14,0,0,0,0,0,0,0
4199,44,15870,2,12,0,0,0,0,0,0,0
62535,36,46710,5,14,0,1,0,0,0,1,1
1674,41,21645,1,12,0,0,0,0,0,0,1
9770,33,50862,4,10,0,1,0,0,0,1,1
91999,40,60360,3,18,0,1,0,0,0,1,1
-5850,40,36015,1,18,1,0,0,0,0,0,0
3300,36,73578,5,12,0,1,0,0,0,0,1
-829,25,18447,4,12,1,1,1,0,0,0,1
-400,38,33192,2,16,0,0,0,0,0,0,0
-2800,43,54648,4,12,0,1,1,0,0,0,1
-1675,32,58167,5,12,0,1,1,0,0,0,1
33449,62,28200,3,12,0,1,0,0,0,1,1
4124,33,16458,1,12,0,0,0,0,0,0,0
0,32,15834,5,12,0,1,0,0,0,0,0
-1008,29,15312,3,12,0,1,0,0,0,0,1
4350,39,46104,3,14,0,1,1,0,0,0,1
889,56,32007,2,17,1,1,0,0,0,0,1
35000,48,41250,1,16,1,0,0,0,0,0,0
-1302,36,28476,4,13,1,1,1,0,0,0,1
33600,37,32394,3,12,0,0,0,0,0,0,0
8000,40,24360,1,14,0,0,0,0,0,0,0
0,44,18600,5,9,0,1,0,0,0,0,1
28499,43,52260,5,14,0,1,0,0,0,1,0
50,39,10500,3,12,0,1,0,0,0,0,0
81798,53,100596,2,14,0,1,0,0,0,1,0
0,28,11376,1,13,0,0,0,0,0,0,0
8220,58,27264,3,12,0,1,1,0,0,0,0
-2210,28,21300,3,11,0,1,1,0,0,0,0
184474,34,83274,5,14,0,1,0,0,0,1,1
450,36,26472,3,10,0,1,1,0,0,0,1
2550,64,8172,3,8,1,0,0,0,0,1,0
-2160,35,23073,3,12,0,0,0,0,0,1,1
0,25,8925,3,1,0,0,0,0,0,0,0
-6000,42,30000,4,18,0,1,0,0,0,0,0
-1740,50,23148,3,14,0,1,1,0,0,0,1
39800,49,77466,2,12,1,1,1,0,0,1,1
-3150,26,23556,4,16,0,1,0,0,0,0,0
800,37,18048,1,14,0,0,0,0,0,0,0
15100,53,73218,4,18,0,1,1,0,0,1,1
3000,63,5982,3,12,0,1,0,0,0,1,1
-5872,29,28005,5,12,0,1,0,0,0,0,0
-33880,27,61125,2,16,0,1,1,0,0,0,0
-800,38,7968,4,7,0,1,0,0,0,0,0
-1500,38,11400,2,12,0,0,0,0,0,0,0
1000,28,28554,4,15,0,1,0,0,0,0,1
500,34,15330,1,10,0,0,0,0,0,0,0
-3400,54,6711,2,10,0,0,0,0,0,0,0
-15900,45,53010,4,16,1,1,1,0,0,0,0
18430,48,45618,4,14,0,1,1,0,0,1,1
0,26,12750,1,3,0,0,0,0,0,0,0
-6159,25,630,2,15,0,0,0,0,0,0,0
72475,48,43866,2,9,0,1,0,0,0,0,1
-3420,31,7293,1,12,0,0,0,0,0,0,0
4400,32,34233,4,15,0,1,1,0,0,0,0
0,41,25674,7,12,0,1,0,0,0,0,0
-4918,42,28377,4,12,0,1,1,0,0,0,1
550,46,32895,1,11,1,0,0,0,0,0,1
0,39,9600,5,12,0,1,0,0,0,0,0
-451,28,13650,5,12,0,1,1,0,0,0,1
-8653,50,37437,2,13,1,1,1,0,0,0,1
300,42,6903,2,5,0,0,0,0,0,0,0
-6200,34,36120,3,12,0,1,1,0,0,0,0
23850,33,34806,3,13,1,0,0,0,0,0,1
-980,34,18573,5,13,0,1,0,0,0,0,0
1000,37,52020,4,12,0,1,0,0,0,0,1
757,26,15615,1,16,0,0,0,0,0,0,0
450,44,37260,4,16,0,1,0,0,0,0,1
5158,30,47046,3,16,0,1,1,0,0,0,0
-5008,40,36621,5,6,0,1,0,0,0,0,1
-2000,28,37296,3,15,0,1,1,0,0,0,0
0,46,20199,1,8,0,0,0,0,0,0,0
-3890,46,11640,2,12,0,0,0,0,0,0,0
-10000,46,71988,1,18,1,1,0,0,0,1,0
-3200,26,52386,3,12,0,1,1,0,0,0,0
2250,26,40608,2,12,0,1,1,0,0,1,1
287746,62,57159,2,12,0,1,0,0,0,1,1
1020,48,32595,4,11,0,1,0,0,0,0,1
0,43,7140,3,12,0,0,0,0,0,0,0
-800,27,8364,1,10,0,0,0,0,0,0,0
-2600,45,9315,2,14,0,0,0,0,0,0,1
-9600,34,13509,3,11,0,1,0,0,0,0,1
-181,37,15156,4,12,0,0,0,0,0,0,0
-1435,33,18600,3,15,0,0,0,0,0,0,0
3800,33,10215,1,14,0,0,0,0,0,0,0
54849,55,26193,2,10,0,1,0,0,0,1,1
-17000,52,23760,1,13,1,0,0,0,0,0,0
0,29,17856,9,3,1,1,1,0,0,0,0
0,27,18156,4,12,0,1,1,0,0,0,0
21200,39,51123,2,12,0,1,1,0,0,0,0
7300,31,50346,4,12,0,1,1,0,0,0,1
6,49,5610,2,12,1,0,0,0,0,0,0
-21250,25,13026,1,18,0,0,0,0,0,0,0
46992,37,51798,3,15,0,1,1,0,0,1,1
93970,45,34644,3,8,0,1,0,0,0,1,1
-1935,56,22140,7,14,1,0,0,0,0,0,0
1000,41,70905,6,14,1,1,1,0,0,0,1
-4880,31,27729,6,6,0,1,1,0,0,0,1
-8900,61,26982,1,13,1,0,0,0,0,0,0
-13144,44,21000,7,18,0,0,0,0,0,0,0
-900,45,11868,3,5,0,0,0,0,0,0,1
-59970,42,13500,1,9,0,0,0,0,0,0,0
0,46,19371,6,6,0,1,0,0,0,0,0
2000,38,20478,3,12,0,0,0,0,0,0,0
0,37,6309,7,6,0,1,0,0,0,0,0
-2600,41,48615,4,15,1,0,0,0,0,0,1
0,53,7440,1,12,0,0,0,0,0,0,0
-13486,53,27336,6,6,0,1,1,0,0,0,1
920,31,32370,1,16,0,0,0,0,0,0,0
55500,37,12483,1,12,0,0,0,0,0,0,1
-1250,32,45780,3,14,0,1,1,0,0,0,1
-6500,28,15294,1,16,0,0,0,0,0,0,0
1799,44,23787,5,13,0,1,0,0,0,0,1
1925,41,36435,6,12,0,1,0,0,0,0,1
2900,43,44418,1,18,0,0,0,0,0,1,1
-8827,32,13242,3,12,0,1,1,0,0,0,1
20300,53,55218,2,13,0,1,1,0,0,1,1
58190,49,30420,3,16,0,0,0,0,0,1,1
2804,42,19413,3,12,0,0,0,0,0,1,1
0,52,15096,7,12,0,1,0,0,0,0,0
19798,36,24297,2,12,0,1,1,0,0,0,1
-2100,25,24120,1,12,0,0,0,0,0,0,0
-4255,30,5046,4,12,0,1,0,0,0,0,1
0,39,12132,4,12,0,1,0,0,0,0,1
5249,30,31098,1,16,0,0,0,0,0,0,0
1003,40,23988,2,14,0,0,0,0,0,0,0
1050,40,56505,4,14,0,1,1,0,0,0,1
4550,26,13320,1,18,0,0,0,0,0,0,0
11999,35,31200,1,12,0,0,0,0,0,1,1
27400,44,43200,1,18,1,0,0,0,0,1,1
13139,42,32142,5,14,0,1,1,0,0,1,1
-10000,41,21081,1,11,1,0,0,0,0,0,0
1877,40,27684,3,12,1,1,1,0,0,0,0
2475,33,35400,2,12,0,0,0,0,0,0,1
-4001,57,12792,1,16,1,0,0,0,0,0,1
600,36,44805,2,13,0,1,1,0,0,0,0
-700,36,23595,2,13,1,0,0,0,0,0,0
3810,36,28464,3,12,0,0,0,0,0,0,0
23310,30,74217,3,16,0,1,1,0,0,1,1
12175,36,39579,4,12,0,1,1,0,0,0,1
13,34,15876,8,6,0,1,0,0,0,0,1
750,25,27657,1,12,0,0,0,0,0,0,0
2800,29,41031,1,18,0,0,0,0,0,0,0
-19175,30,28716,4,15,0,1,0,0,0,0,0
2049,38,30003,4,13,0,1,1,0,0,1,1
30,26,39846,4,16,0,1,1,0,0,0,0
9675,53,50439,3,12,1,1,1,0,0,1,1
0,33,17760,11,6,0,1,0,0,0,0,0
17265,28,70323,2,17,0,1,1,0,0,1,1
9998,33,40470,3,14,0,1,0,0,0,0,1
82500,58,34800,1,18,1,0,0,0,0,1,1
1400,45,43197,3,14,0,1,1,0,0,0,1
0,40,9300,9,5,0,1,0,0,0,0,0
9613,40,70602,4,16,1,1,1,0,0,0,1
-14800,44,15513,4,15,0,1,1,0,0,0,0
-200,26,31488,2,16,0,1,1,0,0,0,0
35400,42,85086,4,12,0,1,1,0,0,1,1
-1150,36,26094,5,9,0,1,1,0,0,0,1
58386,48,30438,3,1,0,1,0,0,0,1,0
420,32,16380,5,11,0,1,1,0,0,0,1
-15495,42,17856,5,10,0,1,1,0,0,0,0
0,33,10464,1,11,0,0,0,0,0,0,0
2425,31,21939,1,18,0,0,0,0,0,0,0
0,35,9600,3,10,1,0,0,0,0,0,0
-2970,25,31698,1,17,0,0,0,0,0,0,0
51299,46,52440,3,13,0,1,1,0,0,1,0
42000,32,67590,4,18,0,1,0,0,0,1,0
2150,48,31905,2,12,0,1,0,0,0,1,1
-250,34,100029,5,13,0,1,1,0,0,0,1
4999,44,42300,1,13,1,0,0,0,0,0,1
51,43,39120,4,12,1,0,0,0,0,0,1
-312,34,24678,3,14,0,1,1,0,0,0,1
500,55,21552,8,11,0,1,1,0,0,0,1
-1500,42,11253,5,12,1,0,0,0,0,0,1
11425,27,36639,4,14,0,1,1,0,0,1,1
800,30,18000,4,15,0,0,0,0,0,0,1
12000,62,21780,2,14,0,1,0,0,0,0,1
22498,43,26367,2,16,0,0,0,0,0,1,1
-500,35,19287,3,12,0,0,0,0,0,0,0
-13901,42,34227,4,16,0,1,0,0,0,0,0
37878,52,108870,2,18,1,1,1,0,0,1,1
110400,59,46500,3,12,0,1,0,0,0,1,1
-1700,58,29724,3,12,1,1,1,0,0,0,1
-1600,60,31605,1,12,1,0,0,0,0,0,1
-6500,44,19560,1,17,0,0,0,0,0,0,0
-1800,42,15786,4,12,0,0,0,0,0,0,0
-4000,52,20070,2,8,0,1,1,0,0,0,0
-601,46,22410,3,12,0,0,0,0,0,0,1
2650,58,15420,2,12,0,1,0,0,0,0,0
10,26,8049,5,9,0,0,0,0,0,0,0
7055,37,26391,1,17,0,0,0,0,0,1,0
0,38,8160,4,6,0,1,0,0,0,0,1
-112,52,11751,1,12,0,0,0,0,0,0,0
59115,46,80079,3,16,0,1,1,0,0,1,1
199,40,3618,1,18,1,0,0,0,0,0,1
0,25,26520,4,11,0,0,0,0,0,0,0
12200,53,46932,4,1,0,1,0,0,0,1,1
-800,33,28554,3,12,0,1,0,0,0,0,0
142500,46,83085,2,18,0,0,0,0,0,1,1
20248,50,11451,3,12,0,1,0,0,0,0,1
17704,60,14442,4,14,0,1,1,0,0,0,1
58100,45,32250,2,14,0,0,0,0,0,1,1
40872,32,2814,1,15,0,0,0,0,0,0,1
-1700,35,42393,4,12,0,1,0,0,0,0,0
500,35,8700,2,12,0,0,0,0,0,0,1
-3000,53,9705,6,12,0,0,0,0,0,0,1
-3800,44,34965,3,17,0,0,0,0,0,0,1
1317947,40,113199,4,17,0,1,1,0,0,1,1
33000,47,33687,4,16,0,1,0,0,0,1,1
5550,35,37776,2,12,0,1,1,0,0,0,0
-5590,42,23004,4,12,0,1,0,0,0,0,0
10500,38,41982,4,14,1,0,0,0,0,0,1
5000,32,54948,4,17,0,1,1,0,0,0,1
2000,27,31308,1,12,0,0,0,0,0,0,0
-4391,38,18930,4,12,0,0,0,0,0,0,0
426,60,4038,1,8,0,0,0,0,0,0,1
4000,55,39216,3,16,0,0,0,0,0,1,1
1371,34,30534,2,12,0,1,1,0,0,0,1
-14578,54,32076,3,3,0,0,0,0,0,0,0
6848,64,32817,2,13,0,1,1,0,0,0,1
5010,50,32940,3,12,1,1,0,0,0,0,0
-5300,54,40320,6,12,1,1,1,0,0,0,1
-600,47,7419,1,6,0,0,0,0,0,0,0
-100,32,17040,4,12,0,1,0,0,0,0,0
1200,37,18000,4,12,0,0,0,0,0,0,0
26000,61,54192,2,14,1,1,0,0,0,1,1
15000,34,62436,1,18,0,0,0,0,0,0,1
-7545,27,26940,1,18,0,0,0,0,0,0,0
9999,64,18450,5,6,0,1,0,0,0,0,1
-9500,26,17919,4,12,0,1,0,0,0,0,0
-3000,42,16830,7,12,0,1,0,0,0,0,1
0,63,39174,1,11,0,0,0,0,0,0,0
13900,47,47496,3,13,1,1,1,0,0,1,1
5155,36,35154,2,12,0,1,1,0,0,1,1
-6901,37,38112,3,12,0,0,0,0,0,0,1
35599,35,114300,2,14,0,1,1,0,0,1,1
6100,26,37650,2,12,0,1,1,0,0,0,1
-4900,38,18927,2,12,0,0,0,0,0,0,0
1099,36,57675,2,14,0,0,0,0,0,0,1
-11276,46,51339,4,12,0,1,1,0,0,0,1
-750,64,15600,2,12,0,1,0,0,0,0,1
72,29,51879,3,16,1,1,1,0,0,0,1
6650,64,17616,1,12,0,0,0,0,0,1,0
358400,61,179373,2,12,0,1,0,0,0,1,1
4050,31,17715,1,13,0,0,0,0,0,0,1
2000,58,14460,2,12,0,1,0,0,0,0,1
-250,47,41670,6,10,0,1,0,0,0,0,1
-4750,50,17490,2,13,0,0,0,0,0,0,1
-4609,36,72069,4,15,0,1,1,0,0,0,0
-11400,28,21891,5,13,1,1,1,0,0,0,1
4100,49,17631,3,12,0,0,0,0,0,0,1
0,60,15000,3,10,0,1,0,0,0,0,1
0,32,18861,5,10,0,1,1,0,0,0,0
0,31,2160,5,12,0,1,0,0,0,0,0
59,47,8019,1,12,0,0,0,0,0,0,0
3500,27,42291,2,16,0,1,1,0,0,0,0
2136,26,22182,8,11,0,1,1,0,0,0,0
0,38,16344,4,12,0,1,0,0,0,0,1
40548,60,29100,2,11,0,1,1,0,0,0,1
1970,39,41088,5,18,0,1,1,0,0,0,1
200,32,12192,4,13,1,0,0,0,0,0,1
-4300,30,31086,4,12,0,1,1,0,0,0,0
5430,55,20547,2,12,0,0,0,0,0,1,1
-296,27,32154,3,13,0,1,1,0,0,0,0
9999,25,5700,2,15,0,0,0,0,0,0,0
-75,33,7800,3,17,0,0,0,0,0,0,0
502000,48,112989,4,16,0,1,0,0,0,1,1
-710,37,10566,6,11,0,1,0,0,0,0,1
-651,45,54255,4,17,0,1,1,0,0,0,0
2300,41,28050,4,16,0,0,0,0,0,1,1
1080,49,19392,3,13,1,1,1,0,0,0,1
19000,56,77979,2,12,0,1,0,0,0,1,1
-700,31,8400,4,12,0,0,0,0,0,0,0
-501,45,15561,2,12,0,0,0,0,0,0,0
-100,26,32016,3,12,0,1,1,0,0,0,1
499,32,43146,3,9,0,1,1,0,0,0,1
-1150,37,17760,4,12,1,1,0,0,0,0,1
12434,61,103449,2,18,1,1,1,0,0,1,1
0,40,15402,5,7,0,1,0,0,0,0,0
0,39,21216,1,11,0,0,0,0,0,0,0
149601,53,48732,2,12,0,1,0,0,0,1,1
36699,47,47178,5,14,1,1,1,0,0,1,1
-2750,60,33987,2,12,0,1,0,0,0,0,1
5190,42,43173,3,13,0,1,0,0,0,0,0
-1200,33,58428,4,12,0,1,0,0,0,0,1
1792,47,21240,1,14,0,0,0,0,0,0,1
-1000,30,7650,4,12,0,1,0,0,0,0,0
138100,61,59946,2,18,1,1,0,0,0,1,1
0,49,14280,1,12,0,0,0,0,0,0,0
4599,37,47643,3,12,0,1,1,0,0,1,1
6649,61,14760,2,15,1,0,0,0,0,0,1
4600,34,31839,2,18,0,1,1,0,0,1,1
11700,33,47802,6,14,1,1,1,0,0,0,0
-1500,34,10371,2,12,0,0,0,0,0,0,0
80802,43,99153,2,18,1,1,1,0,0,1,1
-17710,38,42054,4,14,0,1,1,0,0,0,1
-2000,34,7374,2,13,0,0,0,0,0,0,0
24100,49,45600,2,15,1,0,0,0,0,0,0
-4757,33,41130,3,14,0,1,1,0,0,0,1
-14650,37,25488,4,12,0,1,1,0,0,0,1
-1500,30,11256,1,13,0,0,0,0,0,0,0
5,45,13911,2,10,0,0,0,0,0,0,0
0,41,11202,2,9,0,0,0,0,0,0,0
2204,33,51912,3,12,0,1,1,0,0,0,1
39000,47,21996,2,12,1,0,0,0,0,1,1
0,50,43500,6,13,0,1,0,0,0,0,0
-1750,29,14892,2,14,0,1,1,0,0,0,1
200,30,29772,4,12,0,1,1,0,0,0,1
-14000,29,16020,4,10,0,1,1,0,0,0,1
355,32,10512,4,12,0,0,0,0,0,0,0
6799,34,12360,1,16,0,0,0,0,0,0,0
645,43,12240,3,12,1,0,0,0,0,0,0
-369,49,25704,1,13,1,0,0,0,0,0,1
0,56,4080,7,3,0,1,0,0,0,0,1
-745,29,44511,5,13,0,1,1,0,0,0,1
1340,41,29715,1,15,1,0,0,0,0,0,1
7700,32,21915,2,17,1,0,0,0,0,1,1
1900,39,48027,1,17,1,0,0,0,0,1,1
-336789,55,46221,3,12,0,1,1,0,0,1,1
1100,26,26475,1,16,0,0,0,0,0,0,0
5,31,28356,5,12,0,1,1,0,0,0,0
-4968,29,19140,2,12,0,0,0,0,0,0,0
-5400,31,39567,4,12,1,1,1,0,0,0,0
-5800,45,17685,1,12,0,0,0,0,0,0,0
-1502,29,21021,3,16,0,1,1,0,0,0,0
3300,40,19548,3,16,1,0,0,0,0,1,1
-4827,26,47652,2,14,0,1,1,0,0,0,0
-7500,33,31260,4,12,0,1,1,0,0,0,0
1000,27,54000,1,12,0,0,0,0,0,0,0
-22065,48,26952,6,13,0,1,0,0,0,0,1
-500,54,9072,1,10,0,0,0,0,0,0,1
0,34,8199,1,11,0,0,0,0,0,0,0
400,56,32376,2,12,0,1,0,0,0,0,1
-5500,49,74310,6,12,0,1,1,0,0,0,1
6399,56,25761,2,16,0,1,0,0,0,0,1
-950,38,15360,4,12,0,1,0,0,0,0,1
6005,29,21660,1,14,0,0,0,0,0,0,0
340,49,41154,4,12,0,1,1,0,0,0,1
-790,49,40512,3,12,0,1,0,0,0,0,0
-1875,27,13215,1,13,0,0,0,0,0,0,0
12211,39,65172,2,16,0,1,1,0,0,1,1
169,27,18909,2,12,0,0,0,0,0,0,0
0,33,17160,6,13,0,1,0,0,0,0,1
-775,44,23100,1,12,0,0,0,0,0,0,0
0,32,9780,1,12,0,1,0,0,0,0,0
0,60,5520,1,13,0,0,0,0,0,0,0
2400,42,21600,3,12,1,0,0,0,0,0,0
4924,48,11244,1,14,0,0,0,0,0,0,0
3999,34,14976,1,12,0,0,0,0,0,0,0
100,47,32043,1,14,0,0,0,0,0,0,0
6850,40,51198,2,14,0,1,1,0,0,0,1
900,44,15198,3,6,0,0,0,0,0,0,1
800,48,37080,4,12,0,1,1,0,0,0,1
24320,31,42336,5,14,0,1,1,0,0,0,0
-4000,41,21735,4,12,0,1,1,0,0,0,1
-4500,39,24375,3,12,0,0,0,0,0,0,1
-24900,35,40005,1,17,0,0,0,0,0,0,0
100,37,32427,2,12,0,1,1,0,0,0,0
15575,59,15588,1,9,0,0,0,0,0,0,1
12000,55,34542,4,12,0,1,1,0,0,0,1
1700,40,33066,4,8,0,1,0,0,0,0,0
15149,63,36978,1,14,0,0,0,0,0,0,1
29319,47,87720,2,12,0,1,0,0,0,1,1
0,35,26217,1,15,0,0,0,0,0,0,1
-14201,50,66360,4,18,0,1,1,0,0,0,0
3900,55,12600,3,8,0,0,0,0,0,0,1
1849,28,29934,2,14,0,1,0,0,0,0,0
5241,34,28410,2,15,1,0,0,0,0,0,0
0,62,12036,1,10,0,0,0,0,0,0,0
-95,34,13509,7,3,0,1,0,0,0,0,1
51200,42,26016,2,14,0,0,0,0,0,0,1
300,26,16095,3,12,0,1,0,0,0,0,0
-2431,31,37317,2,16,0,0,0,0,0,0,1
499,30,20430,1,13,0,0,0,0,0,0,0
-3850,60,8850,1,11,0,0,0,0,0,0,1
-14361,31,52185,4,16,0,1,1,0,0,0,1
-1850,37,28065,4,14,0,1,1,0,0,0,1
-2500,57,26832,2,12,1,1,0,0,0,0,1
1000,40,16218,1,16,0,0,0,0,0,0,0
0,45,5277,3,7,0,0,0,0,0,0,0
1650,34,21348,4,2,0,1,1,0,0,0,1
-58901,26,17700,2,14,0,1,1,0,0,0,1
800,29,17595,1,14,0,0,0,0,0,1,0
7749,26,31395,2,16,0,1,1,0,0,0,1
17300,61,58680,2,12,1,1,1,0,0,1,1
5500,33,38850,5,12,0,1,0,0,0,0,1
-2719,27,25971,3,14,0,1,1,0,0,0,1
550,28,45045,1,16,0,0,0,0,0,0,0
-1000,38,30540,4,11,0,1,1,0,0,0,1
-1500,40,60699,3,13,0,1,1,0,0,0,1
26000,46,60396,3,16,0,1,0,0,0,0,1
8600,38,14415,1,12,0,0,0,0,0,1,1
-6072,30,39957,4,12,0,1,1,0,0,0,1
699,42,64176,4,12,0,1,1,0,0,0,1
-5951,47,16407,2,11,0,1,1,0,0,0,1
-5100,48,35700,4,12,0,1,0,0,0,0,1
634,32,17940,1,12,0,0,0,0,0,0,0
0,44,7704,2,12,0,0,0,0,0,0,1
-180,28,28572,1,12,0,0,0,0,0,0,0
3000,53,28980,1,12,0,0,0,0,0,0,1
-47500,42,63207,5,12,0,1,1,0,0,0,1
-7606,49,26400,2,10,0,1,0,0,0,1,1
6100,60,21720,1,12,0,0,0,0,0,0,0
448,30,15300,1,12,1,0,0,0,0,0,0
-90,50,15000,4,13,0,0,0,0,0,0,1
-2880,32,9033,4,12,0,1,1,0,0,0,0
18000,27,11799,1,18,0,0,0,0,0,0,0
9249,29,16827,3,16,0,1,0,0,0,1,1
3484,38,25290,5,14,0,1,0,0,0,0,1
75,42,19512,1,14,0,0,0,0,0,0,0
-5400,47,51960,3,10,0,1,1,0,0,0,1
100,36,34386,4,12,0,1,1,0,0,0,1
3300,34,26991,4,13,0,1,1,0,0,1,1
